,year,month,adm_code,pm10
123,2009,1,420200,129.54319612590797
124,2009,1,441300,85.69933548127266
125,2009,1,230300,97.15627418238097
126,2009,1,360800,93.74970401323235
127,2009,1,220200,104.9935333225231
128,2009,1,370100,173.08755090168702
129,2009,1,370800,186.40711670265702
131,2009,1,230800,95.30732168887297
132,2009,1,330400,126.73655080213902
133,2009,1,620200,138.4938080495356
134,2009,1,440700,90.96770186335404
135,2009,1,410800,200.43650955414012
136,2009,1,445200,80.1608020698577
137,2009,1,620300,129.28390746154824
138,2009,1,330700,98.5816594317285
139,2009,1,210700,102.67413972888426
140,2009,1,140500,149.18838819644188
141,2009,1,140700,125.43858300810568
142,2009,1,420800,157.90567179664532
143,2009,1,421000,160.69029962842913
144,2009,1,360200,99.77113887750922
145,2009,1,360400,108.72973255456502
146,2009,1,620900,147.67466613323114
147,2009,1,653100,196.2248536953509
148,2009,1,410200,196.2233202870189
150,2009,1,650200,128.2234143956984
151,2009,1,653000,136.3160479287915
152,2009,1,530100,59.53836005791817
154,2009,1,540100,79.3839444958372
155,2009,1,451300,100.82608145712118
156,2009,1,620100,135.90951795187206
157,2009,1,131000,173.12398865502314
159,2009,1,511100,118.10878487238192
160,2009,1,530700,48.08353573347662
161,2009,1,331100,75.4748709880428
162,2009,1,320700,151.02232695139912
163,2009,1,513400,55.738436039560916
164,2009,1,211000,104.62542874039029
165,2009,1,220400,106.25350070721359
166,2009,1,371500,195.67506925207755
167,2009,1,540400,56.555301105833244
168,2009,1,530900,65.06195688542613
169,2009,1,141000,138.50758349705305
171,2009,1,622900,139.65563161169882
172,2009,1,371300,170.51276633210074
174,2009,1,450200,98.45718411552346
175,2009,1,341500,131.15362867166542
176,2009,1,520200,77.94420581655481
177,2009,1,350800,70.24507033997655
178,2009,1,621200,107.0956629537801
179,2009,1,431300,126.32808413105029
180,2009,1,510500,140.6417399023524
181,2009,1,410300,161.6298173761246
182,2009,1,411100,180.64891428571428
183,2009,1,141100,118.84393328700487
184,2009,1,340500,135.18334674175384
185,2009,1,440900,84.62960939081157
186,2009,1,511400,138.05357624831308
187,2009,1,441400,76.21414880022718
188,2009,1,510700,116.34693327807709
189,2009,1,231000,88.77079293550003
190,2009,1,540600,93.7993910150457
191,2009,1,360100,117.56149396793919
192,2009,1,511300,156.21744550928673
193,2009,1,320100,135.25638490690395
194,2009,1,450100,101.15113315175498
195,2009,1,350700,73.41320864991233
196,2009,1,320600,116.338586759918
197,2009,1,411300,168.7968748771571
198,2009,1,511000,156.8826632165605
199,2009,1,330200,95.48734567901235
200,2009,1,350900,68.98168435467305
201,2009,1,533300,46.76117379780386
202,2009,1,510400,60.343143961927424
203,2009,1,211100,103.13864930838079
204,2009,1,410400,181.42136707539788
205,2009,1,620800,133.9096750771465
206,2009,1,360300,104.80136869118905
207,2009,1,350300,67.64209601873537
208,2009,1,410900,198.6220864661654
209,2009,1,530800,68.73056239737274
210,2009,1,230900,93.24250625782227
211,2009,1,230200,84.68191243099935
213,2009,1,522600,96.23002590012038
214,2009,1,522700,85.73073925015886
215,2009,1,522300,82.1129346960446
216,2009,1,450700,94.63956718346253
217,2009,1,130300,122.5017968463513
218,2009,1,370200,138.7634027266028
219,2009,1,441800,93.06359713931083
220,2009,1,621000,133.83671883631007
223,2009,1,530300,64.70480473554736
224,2009,1,330800,90.5093071480849
225,2009,1,350500,70.25672620849733
226,2009,1,540200,79.9321317652779
227,2009,1,371100,156.22513806893926
228,2009,1,411200,150.67417763157894
229,2009,1,350400,72.9352243697884
230,2009,1,460200,55.36693648816937
231,2009,1,350200,76.40686567164178
232,2009,1,540500,67.21052316766125
233,2009,1,440500,78.3541924592009
234,2009,1,441500,79.46153846153847
235,2009,1,611000,130.0481353083307
236,2009,1,411400,176.72729789061754
237,2009,1,310000,114.6014953271028
238,2009,1,361100,95.09415037668029
239,2009,1,440200,87.79461646085528
240,2009,1,430500,112.54746076203563
241,2009,1,330600,103.32714794773658
242,2009,1,440300,92.34665856622114
244,2009,1,210100,109.36351108878202
245,2009,1,420300,133.17375501742316
247,2009,1,130100,190.52140677025528
248,2009,1,640200,141.2983757062147
250,2009,1,230500,94.5738124662084
251,2009,1,140600,115.98847843629517
252,2009,1,220300,102.32928030969558
253,2009,1,220700,95.93553256801648
254,2009,1,320500,125.06545000000001
255,2009,1,321300,149.52654890940718
256,2009,1,341300,157.90070218917805
257,2009,1,231200,99.38726715626672
258,2009,1,421300,154.11226745458526
259,2009,1,510900,161.5691355559992
260,2009,1,654200,113.42363602974933
262,2009,1,331000,87.62173660351041
263,2009,1,140100,116.84889014562421
264,2009,1,370900,178.7130167451596
265,2009,1,321200,124.58275925925925
266,2009,1,130200,146.74620447236558
267,2009,1,120000,169.85899382171226
269,2009,1,620500,123.14158599088839
270,2009,1,211200,103.22740226012495
272,2009,1,220500,103.00877338385035
273,2009,1,150500,88.98130164034022
274,2009,1,610200,145.16546445251686
275,2009,1,340700,130.8022596706243
276,2009,1,520600,118.69502298016448
278,2009,1,650400,171.87185836763587
281,2009,1,371000,104.55542516699765
282,2009,1,370700,159.875191263977
283,2009,1,610500,164.69690625
284,2009,1,330300,78.99692885337441
286,2009,1,532600,70.15574071408005
287,2009,1,150300,150.8603608847497
288,2009,1,150900,111.99211063135348
289,2009,1,650100,160.92609119251753
290,2009,1,320200,128.93171770972037
291,2009,1,340200,134.68639613872006
292,2009,1,640300,128.2949067010914
293,2009,1,450400,94.946815602198
296,2009,1,420100,151.4928068803753
297,2009,1,620600,131.2852837514934
298,2009,1,610100,154.04504404171308
299,2009,1,630100,107.83989535644211
300,2009,1,532800,72.11715266899627
301,2009,1,152500,86.36336659196813
303,2009,1,421200,119.46979903446727
304,2009,1,610400,161.10753249310753
305,2009,1,810000,83.53035107587769
306,2009,1,430300,131.0752566062459
307,2009,1,433100,122.33527270181335
308,2009,1,420600,151.332511580853
309,2009,1,420900,152.91783121057017
310,2009,1,140900,109.93552959203218
311,2009,1,410700,203.3093094192289
312,2009,1,360500,109.73703059805284
313,2009,1,411500,150.4663466873821
314,2009,1,130500,197.7641648212591
315,2009,1,152200,70.15113968530382
316,2009,1,320300,170.38498583569407
317,2009,1,411000,189.260542540074
318,2009,1,341800,112.35500218054949
319,2009,1,511800,81.68309738920111
320,2009,1,370600,122.36487355649759
321,2009,1,610600,124.35698944938119
322,2009,1,222400,88.38722697155279
323,2009,1,320900,125.40742012331839
324,2009,1,321000,131.32270956816257
325,2009,1,441700,84.04283390031061
326,2009,1,140300,127.27633148700468
327,2009,1,230700,78.31248887872087
328,2009,1,654000,137.98707244199903
329,2009,1,511500,143.35187060937756
330,2009,1,420500,133.63516847172082
331,2009,1,360900,107.79828880740354
332,2009,1,430900,136.2749954636182
333,2009,1,640100,134.78697232317583
334,2009,1,360600,95.24551007941356
335,2009,1,210800,95.6822101922718
336,2009,1,431100,108.27200439538485
337,2009,1,610800,122.20736760796964
338,2009,1,450900,89.07041314971124
339,2009,1,632700,96.03380893705837
340,2009,1,530400,65.15037841143644
341,2009,1,430600,127.2264066895905
342,2009,1,445300,89.47729800936767
343,2009,1,140800,166.99337075458294
344,2009,1,370400,179.64160177975526
345,2009,1,440800,83.13473461944525
346,2009,1,430800,124.97767253044655
347,2009,1,130700,106.94079828829058
348,2009,1,620700,122.28018488444722
349,2009,1,350600,71.17013174517236
350,2009,1,220100,104.49133951682487
351,2009,1,430100,123.74613404431368
352,2009,1,140400,137.38332145402708
353,2009,1,530600,82.3024900107202
354,2009,1,441200,94.4606936416185
355,2009,1,321100,130.0085546547386
356,2009,1,410100,193.64212788823212
358,2009,1,442000,96.98838926174497
359,2009,1,640500,133.0125532683279
360,2009,1,500000,132.40459470331012
361,2009,1,330900,88.05991983967935
362,2009,1,411600,172.59642611683847
363,2009,1,440400,88.12836820083682
364,2009,1,430200,104.48882048275189
365,2009,1,411700,166.73765064413354
366,2009,1,512000,155.63167008005956
367,2009,1,370300,164.73833722092635
368,2009,1,510300,161.80039341037622
369,2009,1,520300,115.7215241398839
370,2009,2,513200,78.14270089033441
371,2009,2,652900,242.84086681193966
373,2009,2,152900,150.60984741557925
374,2009,2,654300,71.58841054278071
375,2009,2,542500,88.50509557909689
376,2009,2,610900,112.108148933351
377,2009,2,340800,94.5734269803009
378,2009,2,520400,71.37671150612539
379,2009,2,410500,202.2210382513661
380,2009,2,210300,107.77219066937121
381,2009,2,820000,59.67368421052631
382,2009,2,150800,132.42211160784424
383,2009,2,652800,205.64943694610974
384,2009,2,511900,111.25091188000681
385,2009,2,220800,76.1918930896942
387,2009,2,220600,100.02482303222398
388,2009,2,620400,145.09114686142914
389,2009,2,451000,69.40833125467698
390,2009,2,340300,135.5905637254902
391,2009,2,150200,121.60871279190192
392,2009,2,610300,121.67784222084576
393,2009,2,130600,174.6187849616235
394,2009,2,530500,66.20030550496446
396,2009,2,450500,62.154856550293815
397,2009,2,110000,135.87587742122
399,2009,2,210500,98.3684128745838
400,2009,2,520500,70.9771067070674
401,2009,2,371600,165.51214334626798
402,2009,2,341600,141.21640416767627
403,2009,2,652700,105.26968665110762
404,2009,2,130900,178.78398268398269
405,2009,2,540300,70.45107355442177
406,2009,2,652300,127.89290654307129
408,2009,2,430700,119.1932239785267
409,2009,2,320400,111.74026469839654
410,2009,2,211300,115.18437308724518
411,2009,2,445100,62.64823616784255
412,2009,2,431000,81.59399516852639
413,2009,2,510100,118.95058204196634
414,2009,2,130800,106.11506494728914
416,2009,2,341700,82.8724751709016
417,2009,2,150400,103.53651241182713
418,2009,2,451400,66.27813530265067
419,2009,2,341100,125.51787197367389
420,2009,2,532300,60.82152072467746
421,2009,2,511700,116.27541817719263
422,2009,2,532900,56.827519165415325
423,2009,2,210200,111.4328605565405
424,2009,2,230600,72.82698203937363
425,2009,2,140200,125.64292077203402
426,2009,2,232700,67.92666752586379
427,2009,2,210600,94.71502550526247
428,2009,2,460400,49.42141296431173
429,2009,2,533100,74.2514955537591
430,2009,2,510600,114.25744680851065
431,2009,2,371400,189.6305426209256
432,2009,2,533400,49.72866547540675
434,2009,2,621100,128.12191173437822
436,2009,2,441900,73.09530583214794
437,2009,2,370500,151.4890625
438,2009,2,150600,136.23252025361043
439,2009,2,420700,125.73975290697675
440,2009,2,422800,81.47146025550036
441,2009,2,450600,56.72137065637065
442,2009,2,440600,78.81085782843431
443,2009,2,350100,60.72906466400078
444,2009,2,210400,103.2433816900254
445,2009,2,361000,78.77433046110852
446,2009,2,210900,113.13540262504435
447,2009,2,341200,137.09248151191454
448,2009,2,623000,113.62347234611954
449,2009,2,513300,70.87016046263068
450,2009,2,360700,72.16455749837576
451,2009,2,640400,133.9646689497717
452,2009,2,511600,141.86838568788846
453,2009,2,510800,101.99896966594137
454,2009,2,440100,78.20674748763759
455,2009,2,450800,82.88778715674752
456,2009,2,520100,69.12044645302657
457,2009,2,450300,82.37213583628747
458,2009,2,632600,97.71906249562208
459,2009,2,230100,85.47487804878048
460,2009,2,650500,141.68069282417952
461,2009,2,632200,115.16447867156008
462,2009,2,630200,138.01421234189345
463,2009,2,460100,37.33467784180199
464,2009,2,632500,132.21360588835446
465,2009,2,632800,134.6141111483649
466,2009,2,130400,213.18298047615127
467,2009,2,610700,105.40961655973112
468,2009,2,330100,81.59565470793939
469,2009,2,340100,120.08910861865407
470,2009,2,653200,213.9105765961107
471,2009,2,451200,72.12074379058713
472,2009,2,441600,71.70210373594486
473,2009,2,371700,189.28911541982194
474,2009,2,451100,85.29183751676567
475,2009,2,410600,205.47752703338034
476,2009,2,230400,67.89239267315398
477,2009,2,231100,65.66109388249546
478,2009,2,131100,203.54436549350504
479,2009,2,430400,103.08084431957352
480,2009,2,532500,74.46927145778969
481,2009,2,150100,125.07618213660245
482,2009,2,150700,67.42425692316068
484,2009,2,211400,117.29372703894197
485,2009,2,330500,95.41835801791919
486,2009,2,431200,88.20213466650796
487,2009,2,320800,125.7303549012895
488,2009,2,340600,147.31531226486078
489,2009,2,340400,128.94906832298136
490,2009,2,421100,108.97003140974319
491,2009,2,632300,136.5648571268175
492,2009,2,341000,73.3224376731302
493,2009,2,420200,112.14053268765133
494,2009,2,441300,67.14036447845349
495,2009,2,230300,80.6071070744919
496,2009,2,360800,82.26606163489161
497,2009,2,220200,99.881404248419
498,2009,2,370100,176.89835175489625
499,2009,2,370800,185.25546897004978
501,2009,2,230800,75.48108585019052
502,2009,2,330400,100.09131016042781
503,2009,2,620200,137.10456656346747
504,2009,2,440700,58.66422360248447
505,2009,2,410800,192.9967388535032
506,2009,2,445200,61.84346701164295
507,2009,2,620300,139.1428371679166
508,2009,2,330700,77.46988950276243
509,2009,2,210700,111.70422788889941
510,2009,2,140500,168.98863321615
511,2009,2,140700,156.28656259381566
512,2009,2,420800,133.30475531730934
513,2009,2,421000,130.87909716183097
514,2009,2,360200,84.73598934862761
515,2009,2,360400,87.35512450046112
516,2009,2,620900,153.2743770637756
517,2009,2,653100,213.78893469031078
518,2009,2,410200,186.05867579908676
520,2009,2,650200,97.25264572895027
521,2009,2,653000,150.10991578226634
522,2009,2,530100,60.27582989220787
524,2009,2,540100,84.0884625346901
525,2009,2,451300,83.87672653680748
526,2009,2,620100,147.11052510186823
527,2009,2,131000,169.78802806389012
529,2009,2,511100,100.00507080471466
530,2009,2,530700,54.668307361633524
531,2009,2,331100,61.671919446192575
532,2009,2,320700,128.72740795287186
533,2009,2,513400,57.91777343042423
534,2009,2,211000,113.51998817267888
535,2009,2,220400,111.78615629420085
536,2009,2,371500,203.59029316712835
537,2009,2,540400,58.96555485253983
538,2009,2,530900,72.93153290951675
539,2009,2,141000,169.2343025540275
541,2009,2,622900,148.42568761667704
542,2009,2,371300,156.9329283324529
544,2009,2,450200,83.00472924187726
545,2009,2,341500,112.82750223567447
546,2009,2,520200,70.78395973154362
547,2009,2,350800,62.81511723329426
548,2009,2,621200,93.55456833068128
549,2009,2,431300,104.62472697856276
550,2009,2,510500,120.09916555703505
551,2009,2,410300,164.80196723512825
552,2009,2,411100,165.10457142857143
553,2009,2,141100,149.09326847347694
554,2009,2,340500,113.64451595602038
555,2009,2,440900,53.63707751467314
556,2009,2,511400,119.30433348328086
557,2009,2,441400,68.6031875621184
558,2009,2,510700,99.50897741400746
559,2009,2,231000,82.50855978879329
560,2009,2,540600,95.20387621349654
561,2009,2,360100,95.5803834077012
562,2009,2,511300,132.96781443473836
563,2009,2,320100,118.94396111385731
564,2009,2,450100,73.13667197697723
565,2009,2,350700,66.405022125741
566,2009,2,320600,109.74573736886529
567,2009,2,411300,154.2033845670034
568,2009,2,511000,136.77456210191082
569,2009,2,330200,73.61017283950618
570,2009,2,350900,58.20081307771311
571,2009,2,533300,50.522756531616814
572,2009,2,510400,64.3066478286734
573,2009,2,211100,116.69585028478438
574,2009,2,410400,174.41794938690322
575,2009,2,620800,130.12172808132146
576,2009,2,360300,88.36281722269746
577,2009,2,350300,60.664871194379394
578,2009,2,410900,204.5452537593985
579,2009,2,530800,78.248927545156
580,2009,2,230900,80.28330725907384
581,2009,2,230200,69.73646795797637
583,2009,2,522600,66.89115018421917
584,2009,2,522700,64.31711501800467
585,2009,2,522300,75.61547650650385
586,2009,2,450700,64.12853143841515
587,2009,2,130300,129.02541254125413
588,2009,2,370200,131.95231208548267
589,2009,2,441800,82.44508540693894
590,2009,2,621000,147.53207880684957
593,2009,2,530300,64.79716328413284
594,2009,2,330800,79.3011588192242
595,2009,2,350500,61.760328993843984
596,2009,2,540200,79.21328045704561
597,2009,2,371100,142.92071986288326
598,2009,2,411200,149.13243215460528
599,2009,2,350400,64.69951800260279
600,2009,2,460200,38.52490660024907
601,2009,2,350200,69.56552238805969
602,2009,2,540500,67.44802960119073
603,2009,2,440500,62.43286437816545
604,2009,2,441500,59.11914637087051
605,2009,2,611000,123.26450782645236
606,2009,2,411400,165.58473799751837
607,2009,2,310000,97.22028037383178
608,2009,2,361100,83.47978728642474
609,2009,2,440200,78.53805584281282
610,2009,2,430500,87.7411615494372
611,2009,2,330600,78.59986802164445
612,2009,2,440300,62.45340218712029
614,2009,2,210100,118.1143257015718
615,2009,2,420300,116.66652992810198
617,2009,2,130100,207.84560210876802
618,2009,2,640200,145.29213747645952
620,2009,2,230500,74.63050513632501
621,2009,2,140600,127.56244956513942
622,2009,2,220300,107.97421256378672
623,2009,2,220700,86.13480509650562
624,2009,2,320500,107.88583333333334
625,2009,2,321300,133.0754047905794
626,2009,2,341300,148.78988021478727
627,2009,2,231200,79.28415203540683
628,2009,2,421300,133.91482818997594
629,2009,2,510900,135.2628468756239
630,2009,2,654200,94.68242218345424
632,2009,2,331000,67.43461583168661
633,2009,2,140100,143.81204580800227
634,2009,2,370900,181.49003139717425
635,2009,2,321200,119.27903703703703
636,2009,2,130200,147.78121307306859
637,2009,2,120000,161.2982965578111
639,2009,2,620500,111.64723092255126
640,2009,2,211200,111.84066821085142
642,2009,2,220500,104.23405754203172
643,2009,2,150500,96.85362545565006
644,2009,2,610200,153.76886351842242
645,2009,2,340700,102.7644580620452
646,2009,2,520600,79.94895984518625
648,2009,2,650400,181.32806035499854
651,2009,2,371000,100.13823794908828
652,2009,2,370700,147.68581050153665
653,2009,2,610500,173.7890703125
654,2009,2,330300,64.73677674015596
656,2009,2,532600,66.58033760437662
657,2009,2,150300,152.11536670547147
658,2009,2,150900,112.13216944888316
659,2009,2,650100,137.79736295141595
660,2009,2,320200,109.84695073235687
661,2009,2,340200,105.84621022524134
662,2009,2,640300,145.47343621640653
663,2009,2,450400,79.46043599675706
666,2009,2,420100,131.39094344540007
667,2009,2,620600,141.6826851851852
668,2009,2,610100,144.3325503695454
669,2009,2,630100,132.67674296926094
670,2009,2,532800,87.51853235329557
671,2009,2,152500,94.2487554690001
673,2009,2,421200,104.75543954193331
674,2009,2,610400,159.5908133123277
675,2009,2,810000,56.156625141562856
676,2009,2,430300,110.43507316007863
677,2009,2,433100,95.47038437303088
678,2009,2,420600,131.90106490602204
679,2009,2,420900,132.90564218545413
680,2009,2,140900,126.53231564834323
681,2009,2,410700,196.30746705710104
682,2009,2,360500,96.8721835883171
683,2009,2,411500,129.3613860836755
684,2009,2,130500,217.76140461879154
685,2009,2,152200,67.02997543379563
686,2009,2,320300,155.38462030521794
687,2009,2,411000,179.571249486231
688,2009,2,341800,86.1955778456171
689,2009,2,511800,67.66577505868962
690,2009,2,370600,115.18574038883204
691,2009,2,610600,147.69732341807833
692,2009,2,222400,89.55391384319545
693,2009,2,320900,112.74974075112107
694,2009,2,321000,124.26528365791702
695,2009,2,441700,53.63409258985357
696,2009,2,140300,160.39416276097145
697,2009,2,230700,65.2370014489438
698,2009,2,654000,131.37540531273982
699,2009,2,511500,121.8119261558569
700,2009,2,420500,102.04871640593663
701,2009,2,360900,90.5270880623945
702,2009,2,430900,115.34507348938487
703,2009,2,640100,146.0428152082751
704,2009,2,360600,86.14853390348199
705,2009,2,210800,111.11599775994027
706,2009,2,431100,91.25142100794166
707,2009,2,610800,149.2135038735034
708,2009,2,450900,62.76039093736117
709,2009,2,632700,101.94490909548118
710,2009,2,530400,71.2716917666845
711,2009,2,430600,110.46546577055331
712,2009,2,445300,66.35635245901639
713,2009,2,140800,177.92489697314198
714,2009,2,370400,169.27134593993327
715,2009,2,440800,49.395421825511086
716,2009,2,430800,100.94150879566982
717,2009,2,130700,110.5486308871851
718,2009,2,620700,124.34404996876951
719,2009,2,350600,62.94078686157733
720,2009,2,220100,99.16826287029048
721,2009,2,430100,105.30873402592627
722,2009,2,140400,165.49210976478975
723,2009,2,530600,70.35386901861418
724,2009,2,441200,80.14812899300274
725,2009,2,321100,118.7906346100084
726,2009,2,410100,195.30529285330468
728,2009,2,442000,64.7034899328859
729,2009,2,640500,145.1986276634164
730,2009,2,500000,110.61653236793958
731,2009,2,330900,77.32605210420842
732,2009,2,411600,157.531735395189
733,2009,2,440400,57.40995815899581
734,2009,2,430200,89.37581354441514
735,2009,2,411700,147.9711732926998
736,2009,2,512000,132.95239247812327
737,2009,2,370300,162.34693435521493
738,2009,2,510300,144.79200885173344
739,2009,2,520300,84.0833392326207
740,2009,3,513200,84.38738588273705
741,2009,3,652900,355.02357006010794
743,2009,3,152900,175.6134530628934
744,2009,3,654300,68.91808586840529
745,2009,3,542500,88.96682749662817
746,2009,3,610900,105.67777041650103
747,2009,3,340800,90.38033413681323
748,2009,3,520400,86.69227720393947
749,2009,3,410500,167.9886612021858
750,2009,3,210300,103.08560851926977
751,2009,3,820000,56.968421052631584
752,2009,3,150800,138.82176881436305
753,2009,3,652800,269.9043877476215
754,2009,3,511900,103.30473836713823
755,2009,3,220800,88.4959465448471
757,2009,3,220600,97.05550977284733
758,2009,3,620400,165.257762534544
759,2009,3,451000,79.25272200049888
760,2009,3,340300,111.55705532212885
761,2009,3,150200,127.44879230280961
762,2009,3,610300,125.48822005743565
763,2009,3,130600,155.04295997571657
764,2009,3,530500,91.30829563480407
766,2009,3,450500,63.82872450743173
767,2009,3,110000,136.41409655969932
769,2009,3,210500,96.86695893451721
770,2009,3,520500,85.20667021537957
771,2009,3,371600,157.17663775393746
772,2009,3,341600,118.11339956384784
773,2009,3,652700,107.36869189271913
774,2009,3,130900,161.80777801433538
775,2009,3,540300,70.27183634817564
776,2009,3,652300,111.06580487863755
778,2009,3,430700,108.34377572323292
779,2009,3,320400,110.66948332909138
780,2009,3,211300,112.02323084891002
781,2009,3,445100,66.0657259561827
782,2009,3,431000,68.8186701944093
783,2009,3,510100,127.78528212352634
784,2009,3,130800,112.49305346385543
786,2009,3,341700,82.80975106410422
787,2009,3,150400,112.81913273268273
788,2009,3,451400,69.7007055255176
789,2009,3,341100,109.18165791741754
790,2009,3,532300,86.60821144268853
791,2009,3,511700,105.5311836163582
792,2009,3,532900,76.46794831265314
793,2009,3,210200,104.84831573267556
794,2009,3,230600,79.98089679832313
795,2009,3,140200,119.45167364016736
796,2009,3,232700,67.18847699499713
797,2009,3,210600,93.91226835410345
798,2009,3,460400,51.44522942461763
799,2009,3,533100,107.20286984640259
800,2009,3,510600,128.04850706239944
801,2009,3,371400,163.20956951439703
802,2009,3,533400,56.587242546788296
804,2009,3,621100,139.8818519282326
806,2009,3,441900,65.79559032716926
807,2009,3,370500,152.2638778409091
808,2009,3,150600,140.52493065339908
809,2009,3,420700,111.36417151162792
810,2009,3,422800,86.45545156139106
811,2009,3,450600,63.10662162162161
812,2009,3,440600,67.00740851829633
813,2009,3,350100,63.64817126694626
814,2009,3,210400,99.71660519629538
815,2009,3,361000,67.4121972519795
816,2009,3,210900,107.57112451223838
817,2009,3,341200,115.24592235004108
818,2009,3,623000,121.15617194469223
819,2009,3,513300,71.87227188754167
820,2009,3,360700,62.6258015310302
821,2009,3,640400,148.80433789954338
822,2009,3,511600,123.92570132706199
823,2009,3,510800,104.6001215922181
824,2009,3,440100,65.82738873823577
825,2009,3,450800,69.49611069558713
826,2009,3,520100,82.86672144617913
827,2009,3,450300,71.81507815017724
828,2009,3,632600,100.35767080875863
829,2009,3,230100,81.96923064331314
830,2009,3,650500,162.18804095941692
831,2009,3,632200,123.21436736658445
832,2009,3,630200,167.88136450747413
833,2009,3,460100,41.793347302252485
834,2009,3,632500,144.5516567069912
835,2009,3,632800,159.34067661011096
836,2009,3,130400,171.38407611829638
837,2009,3,610700,105.22585548426521
838,2009,3,330100,79.22550835384018
839,2009,3,340100,106.83661944116488
840,2009,3,653200,353.39969956034196
841,2009,3,451200,73.74597978175002
842,2009,3,441600,60.976039173014144
843,2009,3,371700,154.74035949072146
844,2009,3,451100,67.21677524429967
845,2009,3,410600,172.04814292430655
846,2009,3,230400,69.34565540927304
847,2009,3,231100,63.67622289521502
848,2009,3,131100,169.22562451426668
