,year,month,adm_code,co
90,2013,1,632200,97.93123209169055
91,2013,1,630200,169.46875
92,2013,1,460100,87.95
93,2013,1,632500,83.04100227790433
94,2013,1,632800,91.82259663032706
95,2013,1,130400,327.5725806451613
96,2013,1,610700,179.18846153846152
97,2013,1,330100,116.26114649681529
98,2013,1,340100,161.1851851851852
99,2013,1,653200,108.8595931392102
100,2013,1,451200,127.16554054054055
101,2013,1,441600,141.00709219858157
102,2013,1,371700,252.6890756302521
103,2013,1,451100,170.22857142857143
104,2013,1,410600,316.85
105,2013,1,230400,94.48587570621469
106,2013,1,231100,75.67679222357229
107,2013,1,131100,316.8222222222222
108,2013,1,430400,182.0857142857143
109,2013,1,532500,175.33101045296166
110,2013,1,150100,275.4888888888889
111,2013,1,150700,88.64244923857868
113,2013,1,211400,199.5929203539823
114,2013,1,330500,147.5090909090909
115,2013,1,431200,162.208
116,2013,1,320800,164.63636363636363
117,2013,1,340600,216.46428571428572
118,2013,1,340400,171.33962264150944
119,2013,1,421100,153.63803680981596
120,2013,1,632300,88.94350282485875
121,2013,1,341000,102.14444444444445
122,2013,1,420200,157.8095238095238
123,2013,1,441300,122.31632653061224
124,2013,1,230300,109.2890625
125,2013,1,360800,141.43965517241378
126,2013,1,220200,162.13225806451612
127,2013,1,370100,283.7524752475247
128,2013,1,370800,239.95454545454547
130,2013,1,230800,105.74035989717224
131,2013,1,330400,133.625
132,2013,1,620200,111.35714285714286
133,2013,1,440700,141.8641975308642
134,2013,1,410800,351.4146341463415
135,2013,1,445200,140.06521739130434
136,2013,1,620300,157.23076923076923
137,2013,1,330700,125.04
138,2013,1,210700,182.60194174757282
139,2013,1,140500,280.76666666666665
140,2013,1,140700,254.3975903614458
141,2013,1,420800,188.79166666666666
142,2013,1,421000,204.49242424242425
143,2013,1,360200,108.62
144,2013,1,360400,135.49720670391062
145,2013,1,620900,115.00844119302195
146,2013,1,653100,136.41238938053098
147,2013,1,410200,276.20338983050846
149,2013,1,650200,170.4022988505747
150,2013,1,653000,136.20936639118457
151,2013,1,530100,148.91666666666666
153,2013,1,540100,113.30656934306569
154,2013,1,451300,148.88135593220338
155,2013,1,620100,173.08270676691728
156,2013,1,131000,343.34328358208955
158,2013,1,511100,174.08474576271186
159,2013,1,530700,124.5027027027027
160,2013,1,331100,100.49685534591195
161,2013,1,320700,178.04225352112675
162,2013,1,513400,129.97614678899083
163,2013,1,211000,264.5882352941176
164,2013,1,220400,170.28070175438597
165,2013,1,371500,279.43023255813955
166,2013,1,540400,94.28611632270169
167,2013,1,530900,161.44811320754718
168,2013,1,141000,269.98048780487807
170,2013,1,622900,181.6341463414634
171,2013,1,371300,235.69590643274853
173,2013,1,450200,139.6909090909091
174,2013,1,341500,152.30344827586208
175,2013,1,520200,147.816091954023
176,2013,1,350800,105.50877192982456
177,2013,1,621200,161.53358208955223
178,2013,1,431300,204.76623376623377
179,2013,1,510500,147.41228070175438
180,2013,1,410300,273.8376623376623
181,2013,1,411100,237.34615384615384
182,2013,1,141100,227.47196261682242
183,2013,1,340500,165.71052631578948
184,2013,1,440900,145.40816326530611
185,2013,1,511400,163.328125
186,2013,1,441400,133.6115107913669
187,2013,1,510700,131.27225130890054
188,2013,1,231000,113.93577981651376
189,2013,1,540600,101.93722369584438
190,2013,1,360100,138.40298507462686
191,2013,1,511300,149.04166666666666
192,2013,1,320100,163.46031746031747
193,2013,1,450100,143.26288659793815
194,2013,1,350700,95.89583333333333
195,2013,1,320600,111.45161290322581
196,2013,1,411300,217.46640316205534
197,2013,1,511000,148.33962264150944
198,2013,1,330200,124.9659090909091
199,2013,1,350900,87.61538461538461
200,2013,1,533300,111.23664122137404
201,2013,1,510400,201.41666666666666
202,2013,1,211100,199.225
203,2013,1,410400,271.68831168831167
204,2013,1,620800,201.07476635514018
205,2013,1,360300,144.13513513513513
206,2013,1,350300,85.72222222222223
207,2013,1,410900,286.0232558139535
208,2013,1,530800,144.6426735218509
209,2013,1,230900,125.6774193548387
210,2013,1,230200,103.78727634194831
212,2013,1,522600,121.72527472527473
213,2013,1,522700,105.5875
214,2013,1,522300,133.15333333333334
215,2013,1,450700,143.8709677419355
216,2013,1,130300,251.8170731707317
217,2013,1,370200,153.51351351351352
218,2013,1,441800,190.63313609467457
219,2013,1,621000,183.77121771217713
222,2013,1,530300,150.72586872586874
223,2013,1,330800,103.07594936708861
224,2013,1,350500,88.08247422680412
225,2013,1,540200,112.84555754323196
226,2013,1,371100,197.47169811320754
227,2013,1,411200,256.5744680851064
228,2013,1,350400,100.22596153846153
229,2013,1,460200,76.0
230,2013,1,350200,83.07692307692308
231,2013,1,540500,128.10866574965613
232,2013,1,440500,94.15
233,2013,1,441500,106.22222222222223
234,2013,1,611000,222.32984293193718
235,2013,1,411400,226.2095238095238
236,2013,1,310000,103.71794871794872
237,2013,1,361100,110.91387559808612
238,2013,1,440200,193.2814371257485
239,2013,1,430500,174.68449197860963
240,2013,1,330600,137.20253164556962
241,2013,1,440300,104.16666666666667
243,2013,1,210100,222.8913043478261
244,2013,1,420300,169.10917030567686
246,2013,1,130100,339.3061224489796
247,2013,1,640200,142.4318181818182
249,2013,1,230500,107.61596958174906
250,2013,1,140600,241.83636363636364
251,2013,1,220300,160.57657657657657
252,2013,1,220700,146.46666666666667
253,2013,1,320500,149.2560975609756
254,2013,1,321300,179.4470588235294
255,2013,1,341300,209.45454545454547
256,2013,1,231200,122.2378640776699
257,2013,1,421300,194.75824175824175
258,2013,1,510900,143.7843137254902
259,2013,1,654200,155.6180811808118
261,2013,1,331000,126.68181818181819
262,2013,1,140100,224.93055555555554
263,2013,1,370900,262.8875
264,2013,1,321200,165.40740740740742
265,2013,1,130200,295.91156462585036
266,2013,1,120000,296.8253968253968
268,2013,1,620500,184.27272727272728
269,2013,1,211200,178.9375
271,2013,1,220500,160.66666666666666
272,2013,1,150500,109.04826546003017
273,2013,1,610200,263.05405405405406
274,2013,1,340700,146.72413793103448
275,2013,1,520600,121.98214285714286
277,2013,1,650400,182.89182058047493
280,2013,1,371000,135.18867924528303
281,2013,1,370700,212.43037974683546
282,2013,1,610500,277.70866141732284
283,2013,1,330300,107.91071428571429
285,2013,1,532600,162.02867383512546
286,2013,1,150300,121.6875
287,2013,1,150900,176.9267461669506
288,2013,1,650100,270.93548387096774
289,2013,1,320200,172.0
290,2013,1,340200,145.44444444444446
291,2013,1,640300,137.25581395348837
292,2013,1,450400,166.38738738738738
295,2013,1,420100,186.2
296,2013,1,620600,144.026706231454
297,2013,1,610100,272.6831683168317
298,2013,1,630100,147.05263157894737
299,2013,1,532800,93.94082840236686
300,2013,1,152500,143.1247779751332
302,2013,1,421200,157.47252747252747
303,2013,1,610400,272.1980198019802
304,2013,1,810000,82.54545454545455
305,2013,1,430300,208.9777777777778
306,2013,1,433100,139.20408163265307
307,2013,1,420600,184.59459459459458
308,2013,1,420900,195.75862068965517
309,2013,1,140900,219.83011583011583
310,2013,1,410700,312.05882352941177
311,2013,1,360500,136.03333333333333
312,2013,1,411500,187.18232044198896
313,2013,1,130500,337.92063492063494
314,2013,1,152200,92.31931464174455
315,2013,1,320300,219.51818181818183
316,2013,1,411000,303.3061224489796
317,2013,1,341800,120.7983193277311
318,2013,1,511800,115.24113475177305
319,2013,1,370600,155.0144927536232
320,2013,1,610600,209.39733333333334
321,2013,1,222400,114.44791666666667
322,2013,1,320900,132.36054421768708
323,2013,1,321000,155.16949152542372
324,2013,1,441700,137.2608695652174
325,2013,1,140300,248.54347826086956
326,2013,1,230700,73.81012658227849
327,2013,1,654000,135.63132137030996
328,2013,1,511500,225.4488188976378
329,2013,1,420500,152.24378109452735
330,2013,1,360900,132.98245614035088
331,2013,1,430900,211.96521739130435
332,2013,1,640100,165.20289855072463
333,2013,1,360600,115.58823529411765
334,2013,1,210800,176.140350877193
335,2013,1,431100,178.09950248756218
336,2013,1,610800,179.82432432432432
337,2013,1,450900,160.20535714285714
338,2013,1,632700,90.91882470119522
339,2013,1,530400,179.616
340,2013,1,430600,175.84057971014494
341,2013,1,445300,168.231884057971
342,2013,1,140800,275.8156028368794
343,2013,1,370400,218.85365853658536
344,2013,1,440800,114.60747663551402
345,2013,1,430800,137.06666666666666
346,2013,1,130700,187.85384615384615
347,2013,1,620700,111.32914572864321
348,2013,1,350600,95.55263157894737
349,2013,1,220100,183.35231316725978
350,2013,1,430100,179.26605504587155
351,2013,1,140400,253.85106382978722
352,2013,1,530600,178.0392156862745
353,2013,1,441200,173.544776119403
354,2013,1,321100,151.05263157894737
355,2013,1,410100,382.7083333333333
357,2013,1,442000,132.5
358,2013,1,640500,140.3146853146853
359,2013,1,500000,135.91469816272965
360,2013,1,330900,36.07142857142857
361,2013,1,411600,225.44915254237287
362,2013,1,440400,118.9090909090909
363,2013,1,430200,151.53608247422682
364,2013,1,411700,207.49659863945578
365,2013,1,512000,148.62
366,2013,1,370300,282.22033898305085
367,2013,1,510300,166.675
368,2013,1,520300,115.26148409893993
369,2013,2,513200,82.85338345864662
370,2013,2,652900,88.6963768115942
372,2013,2,152900,99.6489988221437
373,2013,2,654300,133.9748201438849
374,2013,2,542500,98.7336405529954
375,2013,2,610900,178.48888888888888
376,2013,2,340800,107.85271317829458
377,2013,2,520400,98.75581395348837
378,2013,2,410500,229.78082191780823
379,2013,2,210300,170.20833333333334
380,2013,2,150800,93.50786838340487
381,2013,2,652800,101.6543284789644
382,2013,2,511900,147.74561403508773
383,2013,2,220800,74.42087542087542
385,2013,2,220600,112.81052631578947
386,2013,2,620400,118.78391959798995
387,2013,2,451000,105.03459119496856
388,2013,2,340300,145.67796610169492
389,2013,2,150200,153.13680781758958
390,2013,2,610300,252.84699453551912
391,2013,2,130600,236.58515283842794
392,2013,2,530500,124.55952380952381
394,2013,2,450500,102.33333333333333
395,2013,2,110000,183.14367816091954
397,2013,2,210500,184.44444444444446
398,2013,2,520500,126.29435483870968
399,2013,2,371600,202.58333333333334
400,2013,2,341600,164.7530864197531
401,2013,2,652700,102.56
402,2013,2,130900,216.27857142857144
403,2013,2,540300,107.81888246628131
404,2013,2,652300,165.44191616766466
406,2013,2,430700,153.2994011976048
407,2013,2,320400,116.675
408,2013,2,211300,130.47417840375587
409,2013,2,445100,119.25
410,2013,2,431000,160.1551724137931
411,2013,2,510100,140.78518518518518
412,2013,2,130800,119.8688524590164
414,2013,2,341700,101.56410256410257
415,2013,2,150400,95.25260960334029
416,2013,2,451400,110.2516129032258
417,2013,2,341100,119.1640625
418,2013,2,532300,119.50194552529183
419,2013,2,511700,140.57232704402514
420,2013,2,532900,107.26086956521739
421,2013,2,210200,88.14893617021276
422,2013,2,230600,86.43426294820718
423,2013,2,140200,197.96026490066225
424,2013,2,232700,60.77362893815636
425,2013,2,210600,147.81132075471697
426,2013,2,460400,77.66666666666667
427,2013,2,533100,129.67326732673268
428,2013,2,510600,130.19642857142858
429,2013,2,371400,203.99122807017545
430,2013,2,533400,99.44186046511628
432,2013,2,621100,142.06914893617022
434,2013,2,441900,112.95652173913044
435,2013,2,370500,165.3768115942029
436,2013,2,150600,99.72216097023153
437,2013,2,420700,138.8
438,2013,2,422800,113.57522123893806
439,2013,2,450600,111.34
440,2013,2,440600,132.11764705882354
441,2013,2,350100,84.34285714285714
442,2013,2,210400,160.6611570247934
443,2013,2,361000,109.0952380952381
444,2013,2,210900,117.05084745762711
445,2013,2,341200,157.5252525252525
446,2013,2,623000,96.50828729281768
447,2013,2,513300,86.88771186440678
448,2013,2,360700,128.64957264957266
449,2013,2,640400,149.55238095238096
450,2013,2,511600,133.9344262295082
451,2013,2,510800,140.40506329113924
452,2013,2,440100,118.13559322033899
453,2013,2,450800,138.80851063829786
454,2013,2,520100,88.68571428571428
455,2013,2,450300,130.46747967479675
456,2013,2,632600,76.20936639118457
457,2013,2,230100,109.60620915032679
458,2013,2,650500,116.82496697490093
459,2013,2,632200,88.20630372492836
460,2013,2,630200,131.1640625
461,2013,2,460100,65.35
462,2013,2,632500,86.48291571753987
463,2013,2,632800,93.80211430459201
464,2013,2,130400,234.7016129032258
465,2013,2,610700,193.1769230769231
466,2013,2,330100,93.61146496815287
467,2013,2,340100,115.86111111111111
468,2013,2,653200,97.95333067411248
469,2013,2,451200,108.00337837837837
470,2013,2,441600,131.29078014184398
471,2013,2,371700,189.99159663865547
472,2013,2,451100,150.4952380952381
473,2013,2,410600,231.3
474,2013,2,230400,73.89830508474576
475,2013,2,231100,62.57108140947752
476,2013,2,131100,222.6888888888889
477,2013,2,430400,156.18571428571428
478,2013,2,532500,141.05574912891987
479,2013,2,150100,204.9388888888889
480,2013,2,150700,72.36357868020305
482,2013,2,211400,155.08849557522123
483,2013,2,330500,109.96363636363637
484,2013,2,431200,141.0
485,2013,2,320800,121.37373737373737
486,2013,2,340600,171.28571428571428
487,2013,2,340400,131.16981132075472
488,2013,2,421100,122.56441717791411
489,2013,2,632300,80.92655367231639
490,2013,2,341000,89.54444444444445
491,2013,2,420200,126.30952380952381
492,2013,2,441300,112.39795918367346
493,2013,2,230300,95.98828125
494,2013,2,360800,127.67672413793103
495,2013,2,220200,126.52903225806452
496,2013,2,370100,201.05940594059405
497,2013,2,370800,175.14545454545456
499,2013,2,230800,82.94858611825192
500,2013,2,330400,84.375
501,2013,2,620200,110.64285714285714
502,2013,2,440700,131.8641975308642
503,2013,2,410800,253.0731707317073
504,2013,2,445200,137.2173913043478
505,2013,2,620300,127.47435897435898
506,2013,2,330700,103.5
507,2013,2,210700,144.0873786407767
508,2013,2,140500,258.7888888888889
509,2013,2,140700,223.03012048192772
510,2013,2,420800,156.20833333333334
511,2013,2,421000,162.00757575757575
512,2013,2,360200,97.12
513,2013,2,360400,115.94972067039106
514,2013,2,620900,102.946539110861
515,2013,2,653100,112.46725663716815
516,2013,2,410200,212.3728813559322
518,2013,2,650200,137.3448275862069
519,2013,2,653000,111.76859504132231
520,2013,2,530100,126.375
522,2013,2,540100,110.82846715328468
523,2013,2,451300,129.15254237288136
524,2013,2,620100,119.7218045112782
525,2013,2,131000,230.5820895522388
527,2013,2,511100,154.58474576271186
528,2013,2,530700,111.69189189189188
529,2013,2,331100,88.58490566037736
530,2013,2,320700,126.87323943661971
531,2013,2,513400,121.23119266055046
532,2013,2,211000,210.62745098039215
533,2013,2,220400,128.21052631578948
534,2013,2,371500,201.15116279069767
535,2013,2,540400,92.4906191369606
536,2013,2,530900,116.74528301886792
537,2013,2,141000,250.0780487804878
539,2013,2,622900,133.4390243902439
540,2013,2,371300,164.60233918128654
542,2013,2,450200,121.80606060606061
543,2013,2,341500,118.79310344827586
544,2013,2,520200,128.66666666666666
545,2013,2,350800,96.76608187134502
546,2013,2,621200,170.0597014925373
547,2013,2,431300,169.84415584415584
548,2013,2,510500,130.49122807017545
549,2013,2,410300,235.56493506493507
550,2013,2,411100,185.23076923076923
551,2013,2,141100,192.7663551401869
552,2013,2,340500,121.8157894736842
553,2013,2,440900,128.64285714285714
554,2013,2,511400,150.046875
555,2013,2,441400,121.7841726618705
556,2013,2,510700,122.35602094240838
557,2013,2,231000,93.78440366972477
558,2013,2,540600,101.06601827291482
559,2013,2,360100,117.82089552238806
560,2013,2,511300,131.45
561,2013,2,320100,115.55555555555556
562,2013,2,450100,121.01546391752578
563,2013,2,350700,86.20833333333333
564,2013,2,320600,82.41935483870968
565,2013,2,411300,181.86166007905138
566,2013,2,511000,137.03773584905662
567,2013,2,330200,98.70454545454545
568,2013,2,350900,82.8974358974359
569,2013,2,533300,101.74809160305344
570,2013,2,510400,169.98611111111111
571,2013,2,211100,157.7
572,2013,2,410400,210.03896103896105
573,2013,2,620800,204.77570093457945
574,2013,2,360300,127.48648648648648
575,2013,2,350300,81.77777777777777
576,2013,2,410900,203.8139534883721
577,2013,2,530800,103.94344473007712
578,2013,2,230900,97.7258064516129
579,2013,2,230200,78.42544731610337
581,2013,2,522600,104.21978021978022
582,2013,2,522700,88.70833333333333
583,2013,2,522300,112.61333333333333
584,2013,2,450700,122.70967741935483
585,2013,2,130300,194.26829268292684
586,2013,2,370200,107.25225225225225
587,2013,2,441800,172.3491124260355
588,2013,2,621000,188.56457564575646
591,2013,2,530300,130.4208494208494
592,2013,2,330800,86.79746835443038
593,2013,2,350500,85.29896907216495
594,2013,2,540200,106.0799045915325
595,2013,2,371100,138.30188679245282
596,2013,2,411200,240.3404255319149
597,2013,2,350400,91.11538461538461
598,2013,2,460200,59.166666666666664
599,2013,2,350200,89.23076923076923
600,2013,2,540500,120.2200825309491
601,2013,2,440500,92.65
602,2013,2,441500,102.97777777777777
603,2013,2,611000,217.7539267015707
604,2013,2,411400,177.31428571428572
605,2013,2,310000,75.01282051282051
606,2013,2,361100,98.377990430622
607,2013,2,440200,170.2574850299401
608,2013,2,430500,150.62032085561498
609,2013,2,330600,102.89873417721519
610,2013,2,440300,93.33333333333333
612,2013,2,210100,150.2753623188406
613,2013,2,420300,163.72489082969432
615,2013,2,130100,248.51020408163265
616,2013,2,640200,103.06818181818181
618,2013,2,230500,88.25095057034221
619,2013,2,140600,191.5
620,2013,2,220300,111.03603603603604
621,2013,2,220700,99.92916666666666
622,2013,2,320500,102.58536585365853
623,2013,2,321300,136.25882352941176
624,2013,2,341300,171.59595959595958
625,2013,2,231200,89.20145631067962
626,2013,2,421300,157.65934065934067
627,2013,2,510900,131.5686274509804
628,2013,2,654200,126.85885608856088
630,2013,2,331000,106.77272727272727
631,2013,2,140100,171.81944444444446
632,2013,2,370900,184.7625
633,2013,2,321200,131.40740740740742
634,2013,2,130200,223.64625850340136
635,2013,2,120000,209.5873015873016
637,2013,2,620500,188.76223776223776
638,2013,2,211200,134.97916666666666
640,2013,2,220500,132.39285714285714
641,2013,2,150500,81.33785822021116
642,2013,2,610200,287.5135135135135
643,2013,2,340700,113.17241379310344
644,2013,2,520600,108.70833333333333
646,2013,2,650400,128.27572559366754
649,2013,2,371000,113.01886792452831
650,2013,2,370700,151.85443037974684
651,2013,2,610500,265.6062992125984
652,2013,2,330300,94.08035714285714
654,2013,2,532600,128.7706093189964
655,2013,2,150300,87.1875
656,2013,2,150900,132.160136286201
657,2013,2,650100,218.83225806451614
658,2013,2,320200,145.62222222222223
659,2013,2,340200,114.98148148148148
660,2013,2,640300,121.0
661,2013,2,450400,147.36036036036037
664,2013,2,420100,145.375
665,2013,2,620600,115.49258160237389
666,2013,2,610100,281.1089108910891
667,2013,2,630100,114.51315789473684
668,2013,2,532800,76.92307692307692
669,2013,2,152500,112.44138543516874
671,2013,2,421200,129.67032967032966
672,2013,2,610400,296.25742574257424
673,2013,2,810000,71.81818181818181
674,2013,2,430300,171.8
675,2013,2,433100,128.0
676,2013,2,420600,159.04864864864865
677,2013,2,420900,156.90804597701148
678,2013,2,140900,175.03861003861005
679,2013,2,410700,231.38823529411764
680,2013,2,360500,125.0
681,2013,2,411500,147.86740331491714
682,2013,2,130500,235.3968253968254
683,2013,2,152200,69.2165109034268
684,2013,2,320300,175.38181818181818
685,2013,2,411000,224.3877551020408
686,2013,2,341800,100.60504201680672
687,2013,2,511800,112.47517730496453
688,2013,2,370600,121.3695652173913
689,2013,2,610600,205.608
690,2013,2,222400,95.01041666666667
691,2013,2,320900,98.27891156462584
692,2013,2,321000,113.71186440677967
693,2013,2,441700,124.72463768115942
694,2013,2,140300,216.2391304347826
695,2013,2,230700,59.65063291139241
696,2013,2,654000,112.10766721044045
697,2013,2,511500,175.29133858267716
698,2013,2,420500,135.10945273631842
699,2013,2,360900,120.3859649122807
700,2013,2,430900,167.5391304347826
701,2013,2,640100,127.47826086956522
702,2013,2,360600,104.82352941176471
703,2013,2,210800,129.24561403508773
704,2013,2,431100,156.96019900497512
705,2013,2,610800,155.9954954954955
706,2013,2,450900,137.96428571428572
707,2013,2,632700,98.1538844621514
708,2013,2,530400,142.52
709,2013,2,430600,144.56521739130434
710,2013,2,445300,153.768115942029
711,2013,2,140800,248.43971631205673
712,2013,2,370400,167.0731707317073
713,2013,2,440800,100.34579439252336
714,2013,2,430800,126.84444444444445
715,2013,2,130700,142.80769230769232
716,2013,2,620700,99.83165829145729
717,2013,2,350600,94.50877192982456
718,2013,2,220100,122.59074733096085
719,2013,2,430100,147.2018348623853
720,2013,2,140400,234.1631205673759
721,2013,2,530600,160.1813725490196
722,2013,2,441200,160.0820895522388
723,2013,2,321100,106.63157894736842
724,2013,2,410100,264.0
726,2013,2,442000,111.6875
727,2013,2,640500,119.37062937062937
728,2013,2,500000,126.0774278215223
729,2013,2,330900,31.214285714285715
730,2013,2,411600,174.54237288135593
731,2013,2,440400,102.45454545454545
732,2013,2,430200,133.0721649484536
733,2013,2,411700,162.77551020408163
734,2013,2,512000,139.3
735,2013,2,370300,209.10169491525423
736,2013,2,510300,143.275
737,2013,2,520300,104.71378091872792
738,2013,3,513200,69.19047619047619
739,2013,3,652900,87.05144927536232
741,2013,3,152900,89.22340007852375
742,2013,3,654300,116.7474820143885
743,2013,3,542500,116.4221198156682
744,2013,3,610900,145.07555555555555
745,2013,3,340800,94.76744186046511
746,2013,3,520400,90.51162790697674
747,2013,3,410500,174.36986301369862
748,2013,3,210300,148.35416666666666
749,2013,3,150800,83.2274678111588
750,2013,3,652800,90.90958737864078
751,2013,3,511900,116.23684210526316
752,2013,3,220800,66.25589225589225
754,2013,3,220600,100.7578947368421
755,2013,3,620400,94.48743718592965
756,2013,3,451000,100.68238993710692
757,2013,3,340300,122.33898305084746
758,2013,3,150200,129.70684039087948
759,2013,3,610300,203.75956284153006
760,2013,3,130600,212.3886462882096
761,2013,3,530500,116.19642857142857
763,2013,3,450500,92.36666666666666
764,2013,3,110000,161.17241379310346
766,2013,3,210500,164.85555555555555
767,2013,3,520500,106.88306451612904
768,2013,3,371600,165.6875
769,2013,3,341600,132.1851851851852
770,2013,3,652700,110.0690909090909
771,2013,3,130900,187.59285714285716
772,2013,3,540300,103.49132947976878
773,2013,3,652300,125.08622754491017
775,2013,3,430700,121.10778443113773
776,2013,3,320400,110.25
777,2013,3,211300,116.24882629107981
778,2013,3,445100,115.35714285714286
779,2013,3,431000,146.41379310344828
780,2013,3,510100,108.72592592592592
781,2013,3,130800,110.71896955503513
783,2013,3,341700,94.78205128205128
784,2013,3,150400,75.92901878914405
785,2013,3,451400,101.63870967741936
786,2013,3,341100,102.9453125
787,2013,3,532300,127.11284046692607
788,2013,3,511700,115.9245283018868
789,2013,3,532900,105.88142292490119
790,2013,3,210200,77.12056737588652
791,2013,3,230600,77.01593625498008
792,2013,3,140200,175.158940397351
793,2013,3,232700,47.40373395565928
794,2013,3,210600,125.84905660377359
795,2013,3,460400,68.5
796,2013,3,533100,122.7128712871287
797,2013,3,510600,96.46428571428571
798,2013,3,371400,152.94736842105263
799,2013,3,533400,90.0093023255814
801,2013,3,621100,110.12234042553192
803,2013,3,441900,107.26086956521739
804,2013,3,370500,139.2753623188406
805,2013,3,150600,83.01323042998898
806,2013,3,420700,112.8
807,2013,3,422800,101.59292035398231
808,2013,3,450600,99.98
809,2013,3,440600,131.23529411764707
810,2013,3,350100,81.4
811,2013,3,210400,138.92561983471074
812,2013,3,361000,102.64285714285714
813,2013,3,210900,111.89830508474576
814,2013,3,341200,123.72727272727273
815,2013,3,623000,77.03314917127072
816,2013,3,513300,82.14053672316385
817,2013,3,360700,112.26210826210826
818,2013,3,640400,123.95238095238095
819,2013,3,511600,109.57377049180327
820,2013,3,510800,104.01898734177215
821,2013,3,440100,115.57627118644068
822,2013,3,450800,126.88297872340425
823,2013,3,520100,78.7
824,2013,3,450300,118.88617886178862
825,2013,3,632600,74.99173553719008
826,2013,3,230100,101.70588235294117
827,2013,3,650500,87.59775429326288
828,2013,3,632200,77.25501432664757
829,2013,3,630200,118.21875
830,2013,3,460100,56.05
831,2013,3,632500,69.97038724373576
832,2013,3,632800,89.06045589692765
833,2013,3,130400,172.5483870967742
834,2013,3,610700,145.19230769230768
835,2013,3,330100,88.73885350318471
836,2013,3,340100,96.02777777777777
837,2013,3,653200,98.93378540087754
838,2013,3,451200,102.08108108108108
839,2013,3,441600,114.82978723404256
840,2013,3,371700,144.60504201680672
841,2013,3,451100,138.58095238095237
842,2013,3,410600,161.7
843,2013,3,230400,63.152542372881356
844,2013,3,231100,48.88699878493317
845,2013,3,131100,172.74444444444444
846,2013,3,430400,139.71428571428572
847,2013,3,532500,157.1951219512195
848,2013,3,150100,164.7
849,2013,3,150700,57.3125
851,2013,3,211400,141.58407079646017
852,2013,3,330500,103.78181818181818
853,2013,3,431200,128.208
854,2013,3,320800,111.03030303030303
855,2013,3,340600,141.85714285714286
856,2013,3,340400,109.37735849056604
857,2013,3,421100,103.25153374233129
858,2013,3,632300,66.93785310734464
859,2013,3,341000,87.32222222222222
860,2013,3,420200,106.95238095238095
861,2013,3,441300,104.60204081632654
862,2013,3,230300,100.14453125
863,2013,3,360800,116.05603448275862
864,2013,3,220200,113.78387096774193
